SPILL ID,LAT,LON,SPILL CAUSE,FILE,x,y,start_date,sm_surface,sm_rootzone,sm_profile,soil_water_infiltration_flux,vegetation_greenness_fraction,surface_temp,surface_pressure,SPILL_TYPE,SPILL_VOL,MATERIAL_SEWER_PIPE,AGE_SEWER_PIPE,DIAMETER_OF_SEWER
840176,37.774117,-122.383305,Other (specify below),Other,-13623647.19419789,4547565.080915446,2017-09-22 14:30:00,0.17420905828475952,0.23107050359249115,0.2321065813302993,1.5614176618328204e-12,0.9518735408782959,281.573486328125,100476.3671875,Category 1,100.0, ,,
840297,37.97547425,-122.5142209,Debris from Lateral,Other,-13638220.685522633,4575961.726066643,2017-09-22 16:00:00,0.11367255449295045,0.1970377117395401,0.2008395791053772,0.0,0.9584527611732484,288.5386657714844,100692.3984375,Category 3,929.0, ,,
841092,37.58262,-122.35493999999998,Debris-General,Other,-13620489.616841538,4520630.652917028,2017-09-22 16:00:00,0.11113959550857544,0.1776285320520401,0.1742282509803772,8.094502845779061e-11,0.9508844017982484,288.8824157714844,100628.3984375,Category 3,45.0, ,,4.0
840309,36.620272,-121.830328,Debris-Rags,Other,-13562090.0761375,4386308.946593618,2017-09-22 16:55:00,0.08373481035232544,0.0443887785077095,0.0544009730219841,0.0,0.9386773705482484,288.4820251464844,99052.3984375,Category 3,150.0, ,,
840243,37.958,-121.30018,Debris-General,Other,-13503074.270732427,4573494.319313084,2017-09-22 17:00:00,0.05755073204636574,0.1574258953332901,0.1603122353553772,0.0,0.9032769799232484,291.3091735839844,101092.3984375,Category 3,11.0, ,,
840307,38.625036,-121.497667,Grease Deposition (FOG),Other,-13525058.42301072,4668102.634686403,2017-09-22 18:30:00,0.10031688213348387,0.22350654006004333,0.2281645834445953,0.0,0.8834889531135559,301.27239990234375,101089.078125,Category 1,979.0, ,,
840205,33.98285,-118.17938,Other (specify below),Other,-13155668.40386478,4026499.432547077,2017-09-22 19:00:00,0.08514964580535889,0.13537177443504333,0.13044729828834534,0.0,0.9433034062385559,304.32708740234375,99777.078125,Category 1,60.0,VCP,80.0,8.0
840667,37.476944,-122.191944,Other (specify below),Other,-13602344.9851202,4505796.786310308,2017-09-22 08:00:00,0.09955910593271257,0.17426742613315582,0.17188149690628052,0.0,0.9448035955429076,283.4324035644531,100139.5390625,Category 3,10.0, ,,
841202,38.64356111,-121.2303444,Root intrusion,Other,-13495300.207301185,4670742.606665825,2017-09-23 07:25:00,0.07487006485462189,0.1914154440164566,0.19960804283618927,4.4570873684521276e-18,0.8980870246887207,286.9349060058594,100225.7109375,Category 3,19.0, ,,
840303,33.95423515,-118.2397358,Grease Deposition (FOG),Other,-13162387.1807872,4022658.57904056,2017-09-23 14:45:00,0.07941228151321411,0.1252627819776535,0.12775693833827972,0.0,0.9451809525489808,285.2124938964844,100436.265625,Category 1,150.0, ,,
840283,38.22425,-122.6257,Other (specify below),Other,-13650630.482168727,4611153.432228907,2017-09-24 10:00:00,0.08488722890615462,0.18549855053424835,0.1881313920021057,0.0,0.9568116068840028,285.5833740234375,100356.703125,Category 3,600.0,VCP,,6.0
840986,37.47151,-122.23001,Debris-General,Other,-13606582.472856736,4505034.576807865,2017-09-24 11:02:00,0.10975905507802963,0.18189747631549835,0.1798306107521057,1.2155396689195186e-09,0.9477784037590028,283.6243896484375,100356.703125,Category 3,25.0, ,,4.0
841186,38.70176389,-121.3611139,Debris-General,Other,-13509857.401452474,4679041.398505583,2017-09-24 18:00:00,0.03981756046414375,0.1235133484005928,0.13061663508415222,0.0,0.8945179581642151,303.0034484863281,100605.46875,Category 3,284.0, ,,
840210,38.011013,-121.314983,Pipe Structural Problem/Failure,Other,-13504722.133154638,4580981.69724938,2017-09-24 20:00:00,0.13796208798885345,0.2343226820230484,0.2364821135997772,2.038777402066176e-34,0.8981800675392151,301.5503234863281,101285.46875,Category 2,5877.0, ,,
841188,38.48839722,-121.4191861,Debris-General,Other,-13516321.96918572,4648651.570839431,2017-09-25 06:00:00,0.06539727747440338,0.1714874505996704,0.1773000806570053,9.087677628146056e-28,0.8817723393440247,289.4436340332031,101065.5078125,Category 3,69.0, ,,
840400,38.666647,-121.514631,Other (specify below),Other,-13526946.846852535,4674033.480559378,2017-09-25 07:15:00,0.09957696497440338,0.2226959466934204,0.2274709790945053,4.741054040378281e-28,0.8834813237190247,289.3213195800781,101089.5078125,Category 1,1374.0, ,,
841147,37.599667,-122.397611,Root Intrusion,Other,-13625239.730833178,4523025.531538332,2017-09-25 07:42:00,0.09969903528690338,0.1720978021621704,0.1685720533132553,2.587512426543981e-10,0.9540379643440248,284.5080871582031,100657.5078125,Category 3,5.0,VCP,65.0,4.0
841206,38.53403056,-121.4308278,Operator error,Other,-13517617.917301688,4655143.544503462,2017-09-25 10:00:00,0.07779526710510254,0.1885793507099152,0.19135861098766327,7.625571271973224e-24,0.882736325263977,287.3890380859375,100990.7109375,Category 3,1.0, ,,
840245,37.97229,-121.27242,Root Intrusion,Other,-13499984.041668005,4575512.058435944,2017-09-25 15:20:00,0.14473389089107513,0.2349477857351303,0.2368815988302231,6.092782978692588e-25,0.9015100002288818,292.97015380859375,101212.8671875,Category 3,86.0, ,,
